title,author(s),published__online_date,article_url,OnlineFirst (Y/N),volume,issue,in_scope(Y/NA),qualitative(Y/N),data(Y/N),code(Y/N),data + code,neither,data_gated(Y/N),data_source / apply_at,package_location,path_to_package,coverage_checked,notes
Fabricating Communists: The Imagined Third That Reinvented the National Fault Line in Mid-Twentieth-Century Colombia’s Civil War,Laura Acosta,2025-10-04,https://journals.sagepub.com/doi/10.1177/00031224251371066,N,90,6,Y,N,Y,Y,Y,N,N,,https://osf.io/nz7ge/,data availability statement -> OSF node nz7ge,captured DAS + abstract; OSF API osfstorage root listing for node nz7ge,"Mixed-methods paper (archival records + oral histories + newspapers PLUS a quantitative claims-making dataset N=1,452 and network estimation) => qualitative=N. DAS points to a replication package at https://osf.io/nz7ge/. Verified via OSF API (api.osf.io/v2/nodes/nz7ge/files/osfstorage/); node is public, no view-only token needed. Root contains analysis data files physically deposited: claims_matrix_p1.csv, claims_matrix_p2.csv, claims_matrix_p3.csv, attacks_matrix_p1.csv, attacks_matrix_p2.csv, attacks_matrix_p3.csv, replication_violence_actoryear.dta, replication_stats.dta => data=Y (authors settled the analysis data into the package). code=Y: DoFile.do is a Stata replication script reproducing this paper's analyses. data_gated=N: the deposited analysis data is openly downloadable from OSF (a free platform login is not a gate); underlying sources are the authors' own coded claims/attacks matrices deposited in full."
"How Religious Subcultures Interact with Gender to Shape Educational Trajectories: A Rejoinder to Brady, Luft, and Zuckerman Sivan",Ilana M. Horwitz; Kaylee T. Matheny; Krystal Laryea; Landon Schnabel,2025-10-09,https://journals.sagepub.com/doi/10.1177/00031224251356268,N,90,5,NA,,,,,,,,,,captured SAGE abstract + DAS (none) + captured repo links (none) + Crossref works API relation/link fields,"Genre = Rejoinder (HMLS replying to Brady, Luft, and Zuckerman Sivan's Comment). Captured landing page has NO Data Availability Statement and NO repository links. Crossref API (api.crossref.org/works/10.1177/00031224251356268) returned relation = {} (no dataset DOI) and only text-mining PDF/XML links. The abstract is a purely argumentative reply: it defends the authors' multidimensional SES index, re-engages/discusses Brady et al.'s reanalysis, and reiterates the authors' already-published quantitative (Jewish-upbringing college-completion) and qualitative (self-concept congruence) findings rather than reporting new original empirical analysis the authors ran (""reinforces our central finding,"" ""we defend,"" ""we consider,"" ""we also respond""). No own original empirical analysis to reproduce -> in_scope = NA; qualitative/data/code/data_gated left blank per codebook. No package exists."
How Values and Uncertainty Shape Scientific Advance in Peer Review,Daniel Scott Smith; Neha Nayak Kennard; Tianyu Du; Daniel A. McFarland,2025-10-09,https://journals.sagepub.com/doi/10.1177/00031224251362254,N,90,5,Y,N,N,Y,N,N,Y,"Contact corresponding author Daniel Scott Smith (daniel.scott.smith@duke.edu) to request the anonymized analysis dataframes and model weights; use is subject to ICLR program chairs' and the ""Life Sciences Journal"" managing editor approval. Public portion of the ICLR reviews is at OpenReview (https://openreview.net/group?id=ICLR.cc).",https://github.com/danielscottsmith/valuesInScience,data availability statement -> github repo (verified via GitHub API),"Captured SAGE DAS + abstract; GitHub trees API (recursive, untruncated); GitHub contents API for 03_mainAnalysis; root README.md, 03_mainAnalysis/README.md, 01_dependentVars/README.md; repo commit metadata for author email","Quantitative mixed-methods study (LLM/close-reading analysis of ~80,000 peer reviews of ~28,000 manuscripts) -> qualitative=N. DAS points to GitHub github.com/danielscottsmith/valuesInScience; verified via GitHub trees API (sha 6c8f140, truncated=false). CODE=Y: repo deposits scripts reproducing THIS paper -- 01_dependentVars/ and 02_independentVars/ (00_tokenize/01_search/02_tune/03_eval RoBERTa fine-tuning pipelines) and 03_mainAnalysis/mainAnalyses.ipynb (README: ""truncated notebook to output tables and figures""). DATA=N: root README states ""No data""; 03_mainAnalysis/README.md lists public_iclr_analysis_df.parquet and public_lsj_analysis_df.parquet, but GitHub trees API and contents API for 03_mainAnalysis show ONLY Helvetica.ttc, README.md, mainAnalyses.ipynb -- the parquet analysis dataframes are NOT deposited; README says researchers must contact authors for the anonymized dataframes. data_gated=Y basis: underlying peer-review text is confidential -- ICLR pre-discussion reviews permitted individually by each program chair, and ""Life Sciences Journal"" data subject to managing-editor approval; sensitive person-identifying bias-metric code deliberately withheld. Apply-at email daniel.scott.smith@duke.edu from repo commit author metadata."
"Shades of
                    <i>Égalité</i>
                    : Educational Mobility and Ethnoracial Hierarchy Over Three Generations in France",Mathieu Ferry; Milan Bouchet-Valat; Lucas G. Drouhot; Mathieu Ichou; Ognjen Obućina,2025-11-22,https://journals.sagepub.com/doi/10.1177/00031224251391760,N,90,6,Y,N,N,Y,N,N,Y,"CASD Secure Data Access Center (TeO2 full files), https://doi.org/10.34724/CASD.54.4671.V4",https://osf.io/nzavq/ (https://doi.org/10.17605/OSF.IO/NZAVQ),data availability statement -> OSF node NZAVQ,"captured DAS + abstract; OSF API (nodes/nzavq/files/osfstorage/ + children, no subfolders); OSF node metadata; README.txt downloaded","Quantitative study of intergenerational educational mobility over three generations in France using the TeO2 survey (in_scope=Y, qualitative=N). Verified OSF node NZAVQ via api.osf.io: osfstorage root holds exactly 6 files and no folders: README.txt, 0_GenStatus.R, 1_DataManagement.R, 2_DataAnalyses.R, 2b_SankeyFunctions.R, 2c_MobilityFunctions.R. Node title/description confirm these are the R scripts reproducing this paper's analyses/figures -> code=Y. No analysis data files (.dta/.csv/.rds) are deposited; README.txt states code was run on full TeO2 files accessed via the CASD (https://doi.org/10.34724/CASD.54.4671.V4), with a less-detailed public scientific-use version at Quetelet PROGEDO (https://doi.org/10.13144/lil-1575) that may need code adjustments. The package only points to these external sources rather than depositing the data -> data=N. data_gated=Y: the analysis-grade TeO2 microdata is restricted, accessible only through the CASD Secure Data Access Center (application/secure-access required); the Quetelet version is a different, less-detailed extract, not the data actually used."
“Choppy Waters”: Navigating Political Generational Conflict in Social Movement Organizations,Carolina P. Seigler; Kristopher Velasco; Pamela Paxton,2025-11-22,https://journals.sagepub.com/doi/10.1177/00031224251387319,N,90,6,Y,Y,N,N,N,Y,,,,"captured SAGE landing page (no DAS, no repo links) -> Crossref relation query (no dataset DOI) -> concluded no package","captured SAGE DAS/abstract (empty DAS, no repo links) + Crossref works API message.relation (empty) + message.link (text-mining PDF/XML only)","Choppy Waters (Seigler, Velasco, Paxton). in_scope=Y, qualitative=Y: the study's analysis is 39 in-depth semi-structured interviews with LGBTQ+ organization leaders, interpreted thematically. The 1,840 nonprofit mission statements + dictionary-based computational text analysis were used ONLY to build/stratify the sampling frame (identify LGBTQ+ nonprofits from IRS Form-990 filings, method from Velasco & Paxton 2022) to recruit interviewees — not a quantitative analysis of this paper. So NOT mixed-methods; qualitative=Y (corrected from an earlier qualitative=N). No Data Availability Statement, no repository links; Crossref relation empty -> no package: data=N, code=N. data_gated left BLANK (qualitative=Y -> data-gating N/A per codebook)."
"Organizational Scarring, Legal Consciousness, and the Diffusion of Local Government Litigation Against Opioid Manufacturers",Amanda Sharkey; Kathryne M. Young; Christof Brandtner; Patrick Bergemann,2025-11-23,https://journals.sagepub.com/doi/10.1177/00031224251384151,N,90,6,Y,N,N,N,N,Y,Y,"ICMA county government survey: International City/County Management Association, https://icma.org/page/icma-survey-research (proprietary/restricted membership survey); county-attorney interviews: confidential IRB-protected author-collected data, no external route, contact corresponding author Amanda Sharkey; Economic Census county aggregates public via https://data.census.gov.",,no DAS and no repo links on captured page -> crossref works API relation check (empty) -> no package,"captured SAGE landing page (abstract + note; no DAS section, no repo links) + Crossref works API message.relation (empty {}) + Crossref link array (only text-mining PDF/XML)","In-scope original empirical study (Sharkey, Young, Brandtner, Bergemann; ASR 90(6), 2025-11-23). Mixed methods: in-depth interviews with county attorneys (qualitative) + event-history analysis of county opioid-lawsuit filings using the ICMA local-government survey and Economic Census (quantitative) => qualitative=N. The captured SAGE page has NO Data Availability Statement (the on-page 'data availability' phrase is an appendix table note) and NO repository links. Crossref works API for the DOI returns message.relation={} (no dataset DOI) and only text-mining PDF/XML links, so there is no replication package to open => data=N, code=N (nothing deposited anywhere). data_gated=Y (quantitative frame): the ICMA county-government survey is a proprietary/restricted membership survey and the underlying interview material is confidential IRB-protected author-collected data; the Economic Census county aggregates are public but at least part of the analysis data is restricted, so the gate applies. No repository files existed to inspect."
(Trans)National Gender Expertise and the Politics of Recognition,Tara Gonsalves,2025-11-27,https://journals.sagepub.com/doi/10.1177/00031224251388654,N,90,6,Y,Y,N,N,N,Y,,,,no DAS and no repo links on SAGE page -> crossref works API message.relation empty -> no package,"captured SAGE landing page (abstract + DAS section, both empty of links); crossref works API relation/link metadata","Qualitative empirical study (in_scope=Y, qualitative=Y): interviews + participant observation + INGO expert reports, 1990-2019, on how INGO gender experts articulate a global transgender rights category; primary evidence is non-numeric and interpreted directly. No Data Availability Statement and no repository links (OSF/GitHub/Dataverse/OpenICPSR) on the captured SAGE page. Verified via api.crossref.org/works/10.1177/00031224251388654: message.relation is empty {} (no dataset DOI); message.link lists only SAGE full-text PDF/XML for text-mining, not a data/code deposit. No replication package exists, so data=N and code=N (nothing deposited). data_gated left blank per codebook (applies to quantitative papers only; qualitative=Y already carries why the study is not reproduced from data). No files opened because no package was located."
Who Can Have a Baby? Social Norms and the Right to Reproduce,Letícia J. Marteleto; Sneha Kumar; Luiz Gustavo Fernandes Sereno; Alexandre Gori Maia,2025-11-27,https://journals.sagepub.com/doi/10.1177/00031224251387273,N,90,6,Y,N,N,N,N,Y,Y,"Available upon request from the corresponding author (author-collected conjoint survey-experiment data; no deposit, no external application body). Concrete author email not obtainable — SAGE landing page is Cloudflare-walled and no PDF/DAS email was captured.",none (no replication package deposited),"captured DAS (""Data are available upon request"") -> Crossref relation check (empty) -> no repository",captured SAGE DAS + abstract; repository links on page (none); Crossref works API message.relation (empty {}) and message.link (only SAGE text-mining PDF/XML). No OSF/GitHub/Dataverse/OpenICPSR pointer present.,"DAS (captured verbatim): ""Data are available upon request."" No repository link on the page and no dataset DOI in Crossref relation metadata (verified: message.relation == {}), so there is no package to open. data=N and code=N: authors physically deposited nothing (no OSF/Dataverse/GitHub/OpenICPSR, no supplement) — only an available-upon-request mechanism, which is a pointer not a deposit. data_gated=Y basis: the underlying analysis data is author-collected human-subjects survey-experiment data (population-based sample of women 18-34 in Pernambuco, Brazil), inherently restricted and provided only on request to the authors; no external application body exists, so the route is the corresponding author. qualitative=N (quantitative paired conjoint survey experiments). in_scope=Y (original empirical analysis run by the authors)."
Acknowledgment of Referees,,2025-12-08,https://journals.sagepub.com/doi/10.1177/00031224251392755,N,90,6,NA,,,,,,,,,,Captured abstract and DAS (empty/none); repository links list (empty). No DAS or links => no OSF/GitHub/Dataverse/openICPSR package to verify. Stopped at scope determination per step 1 (NA).,"Journal front-matter: ""Acknowledgment of Referees, 2025"" — a list acknowledging peer reviewers for the year. Not a research article; no original empirical analysis, nothing to reproduce => in_scope=NA. No Data Availability Statement present and no repository links on the captured page, so no replication package to locate or verify. Per codebook, NA => qualitative/data/code/data_gated left blank and stopped."
Index,,2025-12-08,https://journals.sagepub.com/doi/10.1177/00031224251406932,N,90,6,NA,,,,,,,,,,"Captured SAGE landing page (title, abstract, DAS section, repository links list) reviewed; DAS empty, no repo links. No API/repo verification needed given NA scope.","Item is ""Index, 2025"" — journal volume Index (front/back matter), captured abstract confirms it is not a research article. No original empirical analysis, nothing to reproduce => in_scope=NA. Captured DAS empty; no repository links on page. Per pipeline rules, when in_scope=NA, qualitative/data/code/data_gated left blank and analysis stops. No package search performed (not applicable to non-article front matter)."
